idx,arm,current_mr,mr,delta_mr,current_h2,h2,instr_len,query_len,generality_score,locality_score,patterns,bad_patterns,instr_title_hits,instr_risky_titles,query_title_hits,query_risky_titles,question,current_query,query,instruction_excerpt
140,prompt_update_Rq_full_context_aggregate_steps_4,0.0,0.0,0.0,0.5,0.0,2390,35,3,5,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; query_string_like_delta; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,World Poker Tour,,World Poker Tour,,When was the winner of the series of international poker tournaments started in 2002 by Steven Lipscomb who has also won four World Series of Poker bracelets born?,"George Danzer World Poker Tour champion OR ""List of World Poker Tour champions"" ""four World Series of Poker bracelets"" birth date São Paulo",George Danzer World Poker Tour born,"Given the fields question and summary_1, produce the field query optimized for the second hop as a single compact BM25 keyword phrase according to the following rules. 1) Decision and anchors - If summary_1 yields one high-confidence candidate person (a single named ""Candidate person"" or an obvious person anchor), preserve that person's full name as the primary anchor token. - If the candidate is absent or uncertain and the task is to find which WPT winner matches a bracelet-count constraint, do not include any person name; instead target an authoritative winners/champions list and the bracelet-count cue. 2) Relation and cue restoration - Always restore an explicit World Poker Tour relation cue to force pages that tie people to the series (use tokens such as World Poker Tour or WPT plus a short relation token like winner or champions). - When seeking a birth date (final entity-centric hop), add a brief birth cue only when the birthplace is already present in summary_1 (use born or ..."
149,prompt_update_Rq_delta_p_only_aggregate_steps_4,0.0,0.0,0.0,0.5,0.5,1642,32,3,4,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; query_string_like_delta; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,Hulder,,Hulder,,A mythical forest creature that is seductive and from Sweden has the same being as what divine figure?,Huld völva Holda Holle Germanic goddess origin of hulder skogsrå Tallemaja,hulder Huld Holda völva identity,"Given the fields `question` and `summary_1`, produce the field `query` optimized for the second hop. Generate exactly one compact BM25-style keyword query (one line, tokens separated by single spaces) that retrieves concise etymology/identity or comparative‑mythology passages linking a folkloric term to an older/divine/seer figure. Rules: - Preserve core canonical anchors (prefer the 1–3 most common forms): hulder Huld Holda. If the visible inputs include a specific form, prefer that canonical spelling. Do not list long orthographic variant sets unless present in inputs. - Restore a role/type cue and at least one relation/bridge cue: include the role token völva (or seer) and an etymology/identity marker such as etymology origin identity originally same being cognate. Ensure at least one etymology marker and the role marker are present. - Query ordering and shape: place 1–3 preserved entity anchors first, then one role/type token (völva/seer), then 1–2 relation tokens (etymology ..."
149,prompt_update_Rq_full_context_aggregate_steps_4,0.0,0.0,0.0,0.5,0.5,2372,42,3,5,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; query_string_like_delta; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,Skogsrå; Hulder,,Hulder,,A mythical forest creature that is seductive and from Sweden has the same being as what divine figure?,Huld völva Holda Holle Germanic goddess origin of hulder skogsrå Tallemaja,hulder Huld Holda völva identity etymology,"Given the fields `question` and `summary_1`, produce the field `query` optimized for the second hop of a multi-hop retrieval system. Your job is to output exactly one compact BM25-style query (one line, tokens separated by single spaces) that retrieves additional authoritative etymology/identity or comparative‑mythology passages not found in the first hop. Do not return multiple queries, explanations, titles, answers, or search-engine syntax. Trigger: apply when the question asks which older/divine/seer figure a folkloric term is “the same being as” or asks for the original identity of a named Swedish seductive forest-creature (e.g., hulder, skogsrå, local variants). Preserve: keep 1–3 primary entity anchors in canonical spellings (examples: hulder, Huld, Holda, Frau Holle). Preserve role/type cue token völva (or seer) and at least one philological marker (examples: etymology, origin, identity, huldr, huld, cognate). Restore: if the generator omits role/type or philological ..."
150,prompt_update_Rq_delta_p_only_aggregate_steps_4,0.0,1.0,1.0,0.5,1.0,2024,86,3,0,preserve_anchor; restore_relation_or_type; drop_noisy_entity; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,,,2012 Wayne State Warriors football team,,What institution does 2012 Wayne State Warriors football team and Paul Winters have in common?,Paul Winters biography Wayne State University head coach Wayne State Warriors football program history Tom Adams Field GLIAC Detroit,Paul Winters head coach Wayne State University 2012 Wayne State Warriors football team,"Given the fields `question` and `summary_1`, produce the field `query` optimized for the second hop. Generate exactly one compact BM25 query (single line) that targets short, authoritative lead/title lines tying a named season/team page and a named person page to the same institution. Rules: - Preserve only the core retrieval anchors: the exact season+team identifier (year + team name as it appears) and the person’s full name. Preserve a program alias only if it is identical to those anchors. - Restore the explicit institution token (the university name) if available; include it in the query to force the affiliation bridge. - Include one concise role/relation cue (e.g., head coach or coach) adjacent to the person anchor to favor coach-bio affiliation lines. - Drop noisy or broad tokens that dilute lead-line matches: biography/history, stadium/venue names, conference/division labels, city/location names, extra season years, tenure counts, long descriptive phrases, and other ..."
150,prompt_update_Rq_full_context_aggregate_steps_4,0.0,1.0,1.0,0.5,1.0,1280,72,3,1,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; query_string_like_delta; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,,,,,What institution does 2012 Wayne State Warriors football team and Paul Winters have in common?,Paul Winters biography Wayne State University head coach Wayne State Warriors football program history Tom Adams Field GLIAC Detroit,Paul Winters 2012 Wayne State Warriors head coach Wayne State University,"Given the fields `question` and `summary_1`, produce the field `query` optimized for the second hop. When the task is to identify a shared institutional affiliation between a specific season/team and a person, follow these rules: preserve only the core anchors from the inputs (the season+team identifier and the person name) and keep the original source anchor from summary_1; restore an explicit institution token (the university name) and a single role/relation cue (e.g., head coach or coach) so the query targets short lead-paragraph affiliation lines; drop noisy side tokens (biography, history, stadium names, conference/division labels, city names, other years, historical aliases, tenure counts and other broad modifiers); optionally keep a single venue token last only if it is necessary and unambiguous. Emit exactly one compact, single-line BM25-style query string composed of contiguous title-like tokens: cluster {person name} + {season team (year + team)} + {role cue} + ..."
169,prompt_update_Rq_delta_p_only_aggregate_steps_4,1.0,1.0,0.0,1.0,1.0,1127,102,4,4,preserve_anchor; restore_relation_or_type; drop_noisy_entity; bm25_interface_guard; single_query_guard; multi_query_drift; leakage_language,boolean_heavy; multi_query; leakage_language,Bud Ekins; Steve McQueen,,Bud Ekins; Steve McQueen,,"What movie did ""the king of cool"" play in with Bud Ekins as his stunt double?","Bud Ekins Steve McQueen stunt double Bullitt? ""The Great Escape"" motorcycle stunt details who performed jump stunt credits filming location","Bud Ekins Steve McQueen ""The Great Escape"" ""stunt double"" motorcycle stunt credits filmography Bullitt","Given fields `question` and `summary_1`, produce the field `query` optimized for the second hop. Preserve and prioritize these anchors and bridge cues: Bud Ekins, Steve McQueen (""The King of Cool""), the film ""The Great Escape"", and the credit relation token ""stunt double""; include the stunt event cue motorcycle jump or motorcycle stunt. Add lightweight authoritative-source cues as keywords to bias toward credit/biography statements (obituary, filmography, credits, biography, Stuntmen's Hall of Fame). Keep Bullitt only as an optional short exploratory token at the end to resolve credit ambiguity. Drop noisy side entities and tokens (other stunt names, motorcycle models, filming-location chatter, forum language), and avoid question words, site/domain filters, boolean operators, punctuation-heavy or multi-query constructions. Output exactly one single-line compact BM25-style query: a short sequence of space-separated keywords and very short phrase fragments (allow quoted exact-phrase ..."
169,prompt_update_Rq_full_context_aggregate_steps_4,1.0,1.0,0.0,1.0,1.0,2240,91,3,4,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,Bud Ekins; Steve McQueen,,Bud Ekins; Steve McQueen,,"What movie did ""the king of cool"" play in with Bud Ekins as his stunt double?","Bud Ekins Steve McQueen stunt double Bullitt? ""The Great Escape"" motorcycle stunt details who performed jump stunt credits filming location","Bud Ekins Steve McQueen ""stunt double"" ""The Great Escape"" ""motorcycle jump"" Bullitt credits","Given fields `question` and `summary_1`, produce the field `query` optimized for the second hop. Your job is to emit exactly one compact BM25-style query (a single-line string of space-separated keywords and short phrase fragments) that retrieves authoritative secondary-source confirmations missing from the first hop (obituaries, filmographies, Hall-of-Fame/biography entries, reputable film-history articles) about stunt-credit relationships. Rules (apply in order): - Preserve core anchors from the question/summary: the stunt performer name (e.g., Bud Ekins), the principal actor name or mapped alias (e.g., Steve McQueen / “the King of Cool”), and any film title explicitly present in the question or summary (e.g., ""The Great Escape""). - Restore the explicit relation token: include the exact-phrase ""stunt double"" (or reinsert it if omitted) and a compact stunt-event cue such as motorcycle or ""motorcycle jump"" to bias toward credit-language that states who doubled whom. - Add light ..."
180,prompt_update_Rq_delta_p_only_aggregate_steps_4,0.0,0.0,0.0,0.0,0.5,2157,83,5,2,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift,web_syntax; boolean_heavy; multi_query,,,,,What is the date of released for the eleventh studio album of the highest-selling heavy metal group from Canada?,"Annihilator discography ""11th studio album"" release date OR ""Annihilator"" ""11th album"" release date AND ""highest-selling Canadian heavy metal"" confirmation",Annihilator 11th studio discography release date highest selling Canadian Wikipedia,"Given the fields `question` and `summary_1`, produce a single-line BM25-style query string optimized for the second hop that will surface the band's discography/band page or the specific album page needed to identify the 11th studio album and its release-date citations. Rules: - Output exactly one compact bag-of-words query (one line, plain tokens separated by spaces). Do not use quotes, boolean operators, site: restrictions, punctuation-heavy syntax, multiple queries, or explanatory text. - Preserve the band anchor tokens found in the visible inputs (e.g., Annihilator). If the band is uncertain, include the candidate band token(s) present in the summary rather than introducing new bands. - Always include an explicit ordinal token for the target album (11th | eleventh | 11) together with a discography cue and the studio qualifier (e.g., studio album or studio) to bias toward ordered album lists and album pages. - If the summary lacks a firm band identification, append natural- ..."
180,prompt_update_Rq_full_context_aggregate_steps_4,0.0,0.0,0.0,0.0,0.5,2854,60,3,4,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; query_string_like_delta; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,,,,,What is the date of released for the eleventh studio album of the highest-selling heavy metal group from Canada?,"Annihilator discography ""11th studio album"" release date OR ""Annihilator"" ""11th album"" release date AND ""highest-selling Canadian heavy metal"" confirmation",Annihilator highest selling Canadian 11th studio discography,"Given the fields `question` and `summary_1`, produce the single field `query` — exactly one compact BM25-style query string (one line, plain tokens separated by spaces) optimized for the second-hop retrieval. Follow these rules: - Role: focus the second hop on filling gaps left by the first hop (confirm target artist, identify the 11th studio album, or, if the album is known, gather album-level release-date sources). Always emit one short BM25 query only; do not emit explanations, multiple queries, page titles, or final answers. - Anchor preservation: keep the core artist token(s) shown or strongly suggested in inputs (e.g., Annihilator). If the summary indicates a likely candidate but not confirmation, include the likeliest artist token and add a brief verification cue (see below). - Ordinal & discography cue: restore or preserve an explicit ordinal token (11th | eleventh | 11) together with a discography/studio qualifier (discography | studio album | studio). This steers the ..."
227,prompt_update_Rq_delta_p_only_aggregate_steps_4,1.0,1.0,0.0,1.0,1.0,1895,49,3,3,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; query_string_like_delta; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,Evan Peters,,Evan Peters,,Evan Peters had a role as the fictional superhero from comic books by what publisher?,"Evan Peters Quicksilver Pietro Maximoff portrayal filmography ""X-Men: Days of Future Past"" ""X-Men: Apocalypse"" Marvel Comics",Evan Peters portrayed Quicksilver Pietro Maximoff,"Given question and summary_1, produce exactly one compact single-line BM25-style query for the second hop that prioritizes bridging the actor→character link and, when needed, confirming the character→publisher link. Rules: - Preserve strong anchors: always keep the actor token and the character codename token(s) exactly as they appear (e.g., Evan Peters, Quicksilver). - Restore missing canonical aliases: include the character’s widely used comic alias/real name if available (e.g., Pietro Maximoff). - Favor short role-link cues to surface cast/credit lines but avoid film-title and broad filmography noise: include one terse verb token such as portrayed or played or credited as to elicit actor→role evidence, but do not include full film titles, franchise names, or long ""filmography""/""cast list"" phrases. - Use publisher cues only when the retrieval step requires confirming publisher: include a minimal publisher token (e.g., Marvel Comics or publisher or comics) alongside the character ..."
227,prompt_update_Rq_full_context_aggregate_steps_4,1.0,1.0,0.0,1.0,1.0,1573,53,5,2,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; query_string_like_delta,web_syntax; boolean_heavy; multi_query,,,Evan Peters,,Evan Peters had a role as the fictional superhero from comic books by what publisher?,"Evan Peters Quicksilver Pietro Maximoff portrayal filmography ""X-Men: Days of Future Past"" ""X-Men: Apocalypse"" Marvel Comics",Evan Peters Quicksilver Pietro Maximoff Marvel Comics,"Given the fields `question` and `summary_1`, produce the single field `query` optimized for the second hop. Goal: retrieve concise actor→character evidence and authoritative character→publisher evidence in one compact BM25 query so the system can confirm the onscreen role and the character’s comics publisher. Rules: preserve the source anchor from the question (keep the actor name token exactly as written); restore a role‑link cue when needed (use tokens such as portrayed, played, credited as to elicit cast/filmography lines); include the character codename and, when available or indicated by the summary, the canonical civilian alias (e.g., Pietro Maximoff) to bridge onscreen role to comic identity; add a minimal publisher cue (publisher, comics, or the publisher name such as Marvel Comics) to surface the character/comics entry or infobox. Drop noisy side entities and adaptation/film‑title tokens, fan‑wiki/forum tokens, family tangents, and other clutter. If multiple candidate ..."
247,prompt_update_Rq_delta_p_only_aggregate_steps_4,0.0,0.0,0.0,0.5,0.5,1426,40,2,4,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; leakage_language,web_syntax; boolean_heavy; leakage_language,Occupy Ghana,Occupy Ghana,,,What is another name for the online protest that opposed the transfer of ex-detainees from Guantanamo Bay in 2016?,OccupyGhana online protest name hashtag 2016 Ghana transfer Guantanamo Yemeni ex-detainees,occupyghana npp ghana gitmo 2016 hashtag,"Given the fields question and summary_1, produce the field query optimized for the second hop: output exactly one compact BM25-style keyword query (a single line of 4–8 plain lowercase tokens separated by single spaces) that will retrieve a named online campaign label, petition title, or hashtag used to oppose Ghana’s January 2016 transfer of Guantanamo detainees. Rules: - Preserve event and actor anchors: include at least OccupyGhana or Occupy Ghana, Ghana, and a Guantanamo/Gitmo token, plus the year token 2016. When uncertain, keep both OccupyGhana (or Occupy Ghana) and NPP as candidate anchors. - Restore a campaign-medium bridge token: include at least one of petition, e-petition, Change.org, hashtag, online, online campaign, online protest, Twitter, or Facebook. At most two platform/outlet tokens may be included (e.g., GhanaWeb JoyOnline Graphic CitiNewsroom). - Query shape: single-line bag of 4–8 high-value noun tokens (no Boolean operators, no quotes, no site: syntax, no ..."
247,prompt_update_Rq_full_context_aggregate_steps_4,0.0,0.0,0.0,0.5,0.5,1876,42,1,5,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; query_string_like_delta; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,Occupy Ghana,Occupy Ghana,,,What is another name for the online protest that opposed the transfer of ex-detainees from Guantanamo Bay in 2016?,OccupyGhana online protest name hashtag 2016 Ghana transfer Guantanamo Yemeni ex-detainees,occupyghana petition ghana guantanamo 2016,"Given the fields question and summary_1, produce the field query optimized for the second hop of a multi‑hop retrieval system. Your goal is to retrieve local news items or social/petition pages that reproduce a named online protest label (campaign title, e‑petition name, or hashtag) tied to the event. When the question asks for an alternate name/label or hashtag for an online protest opposing Ghana’s January 2016 acceptance/transfer of Guantanamo ex‑detainees, follow these rules: - Preserve core anchors: include at least one actor alias token (OccupyGhana or Occupy Ghana; you may optionally include NPP), the place token Ghana, an event token Guantanamo or Gitmo, and the year token 2016. These ensure event specificity. - Restore campaign/medium cues: include at least one campaign-medium token such as petition, hashtag, Change.org, online, e-petition, Facebook, or Twitter to bias retrieval toward campaign metadata and embedded social posts. - Drop noisy side tokens: remove detainee- ..."
267,prompt_update_Rq_delta_p_only_aggregate_steps_4,0.0,0.0,0.0,0.0,0.0,2285,45,3,1,preserve_anchor; restore_relation_or_type; drop_noisy_entity; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,,,Smallville,,"Who were the writers of an American television series based on the DC Comics character Superman, which starred an American actor known for his television roles that include Fox Crane on the NBC daytime soap opera ""Passions""?","Smallville writing credits Alfred Gough Miles Millar Kelly Souders Brian Peterson Todd Slavkin Darren Swimmer ""List of Smallville episodes"" writers",Smallville creators Alfred Gough Miles Millar,"Given the fields question and summary_1, produce the field query for the second hop. This instruction enforces a concise, show-focused BM25 query that surfaces authoritative series-level credit pages (main series article, episode-list credits, or creator bios). Trigger: - Apply when the question requests who wrote/created/developed a named TV series and the summary or question includes an actor/role as a bridge. Preserve: - Keep the show title as the primary anchor. - Retain up to two primary creator name tokens if they already appear in the inputs. - Optionally keep the actor/role anchor only as a verification bridge (do not let it dominate the query). - Preserve a show-type cue (e.g., TV series) or a credit-seeking cue when useful. Restore / emphasize: - Add a short relation token to target series-level credits (choose one: created by, creators, writers, writing credits). - Order tokens to foreground the show title, then the relation/credit token, then up to two primary creator ..."
267,prompt_update_Rq_full_context_aggregate_steps_4,0.0,0.0,0.0,0.0,0.0,2200,55,5,1,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift,web_syntax; boolean_heavy; multi_query,,,Smallville,,"Who were the writers of an American television series based on the DC Comics character Superman, which starred an American actor known for his television roles that include Fox Crane on the NBC daytime soap opera ""Passions""?","Smallville writing credits Alfred Gough Miles Millar Kelly Souders Brian Peterson Todd Slavkin Darren Swimmer ""List of Smallville episodes"" writers",Smallville TV series creators Alfred Gough Miles Millar,"Given the fields `question` and `summary_1`, produce the field `query` optimized for the second hop of a multi-hop retrieval system. Your job is to generate exactly one compact BM25 query that retrieves authoritative series-level writing/creation credits not captured in the first-hop results. Rules: - Trigger: apply when the question requests who wrote/created/developed a named TV series (especially if an actor/role is mentioned as a bridge). - Preserve: keep the show-title token as the primary anchor; preserve any primary creator names present in inputs (up to two); preserve an actor anchor or role mention only as a verification bridge; include a show-type cue such as TV series when helpful. - Restore / emphasize: add a succinct credit relation cue to target series-level evidence (choose one: created by, creators, writers, writing credits) so results surface the main series article, consolidated episode-list credits, or creator biographies. - Drop / avoid: remove episode-level ..."
262,prompt_update_Rq_delta_p_only_aggregate_steps_4,1.0,1.0,0.0,1.0,1.0,2000,46,4,4,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; leakage_language,web_syntax; boolean_heavy; leakage_language,Kunihiko Tanaka,,Kunihiko Tanaka; Xenoblade Chronicles X,,Kunihiko Tanaka designed the characters for which video game developed by Monolith Soft ?,Kunihiko Tanaka credits list Monolith Soft Xenosaga KOS-MOS character design,Kunihiko Tanaka Xenoblade Chronicles X credits,"Given the fields `question` and `summary_1`, produce the field `query` optimized for the second hop. The second-hop query must be a single compact BM25 keyword bag (one line, space-separated tokens, no punctuation, no boolean operators, no site/domain hints, no quotes, no explanatory text). Follow these rules: - PRESERVE: Always include the person’s full name verbatim as the primary anchor (e.g., Kunihiko Tanaka). - RESTORE TARGET: If the exact game title appears in the question or summary, include that exact title token(s). If no exact title is safe, include the developer name as the title fallback (e.g., Monolith Soft). - ARTIFACT/ROLE TOKEN: Add exactly one high-signal artifact-or-role token. Prefer in this order: artbook > credits > interview > press release. If using a role token instead, use a concise role cue such as character designer or designer (still only one additional token). - TOKEN ORDER & SIZE: Produce 2–6 plain tokens in this preferred order: [PERSON_FULL_NAME] ..."
262,prompt_update_Rq_full_context_aggregate_steps_4,1.0,1.0,0.0,1.0,1.0,1996,57,5,5,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; query_string_like_delta; leakage_language,boolean_heavy; leakage_language,Kunihiko Tanaka,,Kunihiko Tanaka; Xenoblade Chronicles X,,Kunihiko Tanaka designed the characters for which video game developed by Monolith Soft ?,Kunihiko Tanaka credits list Monolith Soft Xenosaga KOS-MOS character design,Kunihiko Tanaka character designer Xenoblade Chronicles X,"Given the fields `question` and `summary_1`, produce the field `query` optimized for the second hop: exactly one compact BM25 keyword bag (single line, space-separated tokens) that retrieves authoritative credit evidence tying a named person to a specific game title or role. Trigger: apply when the question asks which video game a named person designed characters for or to confirm a named person’s character-design credit. Rules: - PRESERVE: Always include the person’s full name verbatim as the primary anchor (e.g., Kunihiko Tanaka). If the summary or question supplies an exact candidate game title, include that exact title token sequence verbatim. - RESTORE (role/artifact cue): Insert exactly one high-signal role or artifact token to bias toward authoritative credit sources. Prefer, in order: artbook, credits, filmography, interview, press release. You may instead use a concise role token such as character designer or character design (count as the single role/artifact token). - ..."
268,prompt_update_Rq_delta_p_only_aggregate_steps_4,0.5,0.5,0.0,0.5,0.5,1314,40,3,2,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,,,Henry Green,,"Between G. K. Chesterton and Henry Green, who had more diverse job experiences?","Henry Green novelist Henry Vincent Yorke biography occupations OR ""Henry Green (novelist)"" occupations biography; ""G. K. Chesterton"" biography occupations journalist novelist poet critic lay theologian",Henry Green Henry Vincent Yorke novelist,"Given the fields `question` and `summary_1`, produce the field `query` optimized for the second hop. When the question compares two people but one named person is missing or ambiguous in the current retrievals, this hop must fetch biographical/occupation evidence only for the missing subject; retain the comparison anchor conceptually but do not include any tokens for the known comparator in the query. Construct exactly one compact BM25-ready query string composed of: the target’s full name token(s) (use the form shown in the question), any known pen-name or real-name alias token(s) if available, and exactly one high-precision disambiguator token such as a primary-role label (e.g., novelist, journalist) or a signature work or a biography/infobox cue. Keep the token set short (aim 3–6 tokens, maximum 8), plain word tokens separated by single spaces, and biased to return lead/infobox or disambiguation/biography paragraphs. Do not include other subject names or similarly named noisy ..."
268,prompt_update_Rq_full_context_aggregate_steps_4,0.5,0.5,0.0,0.5,0.5,1413,40,3,2,preserve_anchor; restore_relation_or_type; drop_noisy_entity; candidate_uncertainty; bm25_interface_guard; single_query_guard; web_search_drift; multi_query_drift; leakage_language,web_syntax; boolean_heavy; multi_query; leakage_language,,,Henry Green,,"Between G. K. Chesterton and Henry Green, who had more diverse job experiences?","Henry Green novelist Henry Vincent Yorke biography occupations OR ""Henry Green (novelist)"" occupations biography; ""G. K. Chesterton"" biography occupations journalist novelist poet critic lay theologian",Henry Green Henry Vincent Yorke novelist,"Given `question` and `summary_1`, produce the field `query` optimized for the second hop. This hop must fetch biographical/occupation evidence only for any missing comparison subject named in the question (keep the other person as the comparison anchor in context but do not query for them here). Output exactly one compact BM25 query string (one line, plain tokens separated by single spaces, 3–8 tokens max) that favors encyclopedic lead/infobox or disambiguation-lead snippets mapping pen name → real name and listing primary vocation(s). When the missing subject is a pen name or ambiguous name, include: target name token, canonical alias/real-name token (if known), and one occupation/identity cue (examples: biography occupations novelist infobox) or a single high-signal disambiguator (notable work title or a year pair). Drop noisy same-name tokens and tokens for other people (e.g., Joseph Henry Chesterton) and do not include the known comparator’s tokens in this hop. Do not output ..."
